STNAM,LEANM,Math Sum Total,Math Sum Pct Prof,Math ECD Total,Math ECD Pct Prof,Math Pct ECD,Read Sum Total,Read Sum Pct Prof,Read ECD Total,Read ECD Pct Prof,Read Pct ECD
ARIZONA,"The Charter Foundation, Inc. (6355)",436.0,45,296.0,35-39,68.0,435.0,47,295.0,40-44,68.0
ARIZONA,"BASIS Charter Schools, Inc. (6361)",315.0,85,,,,315.0,83,,,
ARIZONA,"Challenge School, Inc. (6362)",236.0,67,69.0,45-49,29.0,236.0,76,69.0,60-64,29.0
ARIZONA,Discovery Plus Academy (6357),48.0,50-59,16.0,21-39,33.0,47.0,60-69,16.0,40-59,34.0
ARIZONA,"Florence Crittenton Services of Arizona, Inc. (4300)",42.0,11-19,42.0,11-19,100.0,41.0,20-29,41.0,20-29,100.0
ARIZONA,"Gem Charter School, Inc. (6372)",5.0,PS,3.0,PS,60.0,5.0,PS,3.0,PS,60.0
ARIZONA,Ha:san Educational Services (6369),23.0,LE20,23.0,LE20,100.0,22.0,LE20,22.0,LE20,100.0
ARIZONA,Kaizen Education Foundation dba El Dorado High Sch (4342),120.0,40-44,110.0,35-39,92.0,127.0,20-24,116.0,20-24,91.0
ARIZONA,"Mexicayotl Academy, Inc. (4463)",131.0,70-74,115.0,75-79,88.0,131.0,75-79,115.0,75-79,88.0
ARIZONA,New Horizon School for the Performing Arts (4366),94.0,15-19,92.0,20-24,98.0,93.0,10-14,91.0,10-14,98.0
ARIZONA,Phoenix School of Academic Excellence The (6379),28.0,LE20,27.0,LE20,96.0,30.0,21-39,27.0,21-39,90.0
ARIZONA,"Shonto Governing Board of Education, Inc. (6353)",9.0,LT50,,,,9.0,LT50,,,
ARIZONA,"Edkey, Inc. - Sequoia Choice Schools (4329)",412.0,33,135.0,25-29,33.0,415.0,38,132.0,30-34,32.0
ARIZONA,Tucson Preparatory School (6374),14.0,LT50,13.0,LT50,93.0,20.0,LE20,17.0,LE20,85.0
ARIZONA,"Vision Charter School, Inc. (4430)",8.0,LT50,6.0,LT50,75.0,8.0,LT50,6.0,LT50,75.0
ARIZONA,Coconino County Accommodation School District (10386),35.0,11-19,,,,37.0,LE10,,,
ARIZONA,"Arizona Academy of Science And Technology, Inc. (6378)",24.0,LE20,23.0,LE20,96.0,24.0,21-39,23.0,21-39,96.0
ARIZONA,"Keystone Montessori Charter School, Inc. (10878)",138.0,70-74,,,,138.0,80-84,,,
ARIZONA,"Benchmark School, Inc. (10972)",219.0,76,,,,219.0,82,,,
ARIZONA,"Cambridge Academy  East,  Inc (78888)",179.0,40-44,21.0,40-59,12.0,143.0,50-54,16.0,40-59,11.0
ARIZONA,Ball Charter Schools (Dobson) (79204),281.0,44,,,,281.0,53,,,
ARIZONA,"Phoenix Education Management, LLC, (4340)",422.0,18,,,,421.0,19,,,
ARIZONA,Stepping Stones Academy (10966),138.0,75-79,,,,138.0,60-64,,,
ARIZONA,Liberty Traditional Charter School (10968),372.0,41,344.0,40,92.0,371.0,33,343.0,32,92.0
ARIZONA,"Fit Kids, Inc. dba Champion Schools (78783)",934.0,35,805.0,33,86.0,933.0,36,804.0,33,86.0
ARIZONA,Sonoran Desert School (78868),2.0,PS,,,,2.0,PS,,,
ARIZONA,Northern Arizona Vocational Institute of Technolog (78786),736.0,39,,,,744.0,40,,,
ARIZONA,Pima County (4420),23.0,LE20,15.0,LT50,65.0,20.0,LE20,12.0,LT50,60.0
ARIZONA,"Academy of Tucson, Inc. (78897)",374.0,42,161.0,30-34,43.0,375.0,59,161.0,50-54,43.0
ARIZONA,"Mountain Rose Academy, Inc. (10879)",77.0,10-14,52.0,11-19,68.0,73.0,10-14,50.0,11-19,68.0
ARIZONA,Great Expectations Academy (10974),195.0,45-49,42.0,20-29,22.0,195.0,50-54,42.0,30-39,22.0
ARIZONA,"Mountain Oak Charter School, Inc. (78873)",99.0,20-24,50.0,11-19,51.0,99.0,25-29,49.0,20-29,49.0
ARIZONA,"Park View School, Inc. (10970)",114.0,30-34,61.0,25-29,54.0,114.0,30-34,61.0,30-34,54.0
ARIZONA,Painted Pony Ranch Charter School (10967),62.0,40-44,,,,62.0,50-54,,,
ARIZONA,Mary Ellen Halvorson Educational Foundation. dba:  (10965),54.0,GE90,,,,55.0,80-89,,,
ARIZONA,Benson Unified School District (79226),589.0,52,304.0,43,52.0,595.0,49,308.0,44,52.0
ARIZONA,"Painted Desert Demonstration Projects, Inc. (79086)",84.0,30-34,60.0,20-29,71.0,84.0,20-24,60.0,20-29,71.0
ARIZONA,The Shelby School (79131),21.0,LE20,10.0,LT50,48.0,21.0,LE20,10.0,LT50,48.0
ARIZONA,Little Lamb Community School (79050),108.0,65-69,,,,108.0,75-79,,,
ARIZONA,American Basic Schools LLC (79215),458.0,67,457.0,67,100.0,427.0,49,426.0,49,100.0
ARIZONA,Career Success Schools (79047),222.0,11,192.0,10-14,86.0,220.0,16,190.0,15-19,86.0
ARIZONA,Kaizen Education Foundation dba South Pointe Eleme (79233),173.0,10-14,166.0,10-14,96.0,171.0,10-14,164.0,10-14,96.0
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (79049),384.0,62,173.0,50-54,45.0,390.0,63,174.0,50-54,45.0
ARIZONA,"Horizon Community Learning Center, Inc. (79264)",372.0,68,,,,369.0,70,,,
ARIZONA,Kaizen Education Foundation dba South Pointe Junio (78965),161.0,LE5,160.0,LE5,99.0,161.0,6-9,160.0,6-9,99.0
ARIZONA,Milestones Charter School (79207),97.0,55-59,24.0,40-59,25.0,97.0,55-59,24.0,21-39,25.0
ARIZONA,Pathfinder Charter School Foundation (79024),280.0,39,256.0,35-39,91.0,281.0,40,257.0,35-39,91.0
ARIZONA,James Madison Preparatory School (79063),93.0,45-49,,,,93.0,65-69,,,
ARIZONA,Self Development Charter School (79072),272.0,79,,,,272.0,84,,,
ARIZONA,"Excalibur Charter Schools, Inc. (79214)",168.0,30-34,121.0,30-34,72.0,168.0,40-44,121.0,35-39,72.0
ARIZONA,Paramount Education Studies Inc (79205),185.0,35-39,90.0,30-34,49.0,185.0,50-54,90.0,45-49,49.0
ARIZONA,"Metropolitan Arts Institute, Inc. (5181)",96.0,40-44,,,,96.0,55-59,,,
ARIZONA,P.L.C. Charter Schools (6235),859.0,21,594.0,23,69.0,855.0,28,591.0,29,69.0
ARIZONA,"Paragon Management, Inc. (5180)",1473.0,57,206.0,50-54,14.0,1476.0,67,205.0,60-64,14.0
ARIZONA,"Skyline Schools, Inc. (79084)",35.0,LE10,13.0,LT50,37.0,35.0,LE10,13.0,LT50,37.0
ARIZONA,"Edkey, Inc. - Sequoia Charter School (6446)",475.0,22,191.0,15-19,40.0,474.0,21,191.0,15-19,40.0
ARIZONA,"Edkey, Inc. - Sequoia Village School (79211)",238.0,33,100.0,20-24,42.0,237.0,38,100.0,20-24,42.0
ARIZONA,"Telesis Center for Learning, Inc. (79218)",252.0,59,128.0,45-49,51.0,250.0,55,126.0,50-54,50.0
ARIZONA,"Southern Arizona Community Academy, Inc. (79000)",11.0,LT50,10.0,LT50,91.0,11.0,LT50,8.0,GE50,73.0
ARIZONA,"Tucson Country Day School, Inc. (79073)",400.0,45,123.0,35-39,31.0,400.0,57,123.0,50-54,31.0
ARIZONA,"Carden of Tucson, Inc. (78858)",63.0,40-44,,,,63.0,40-44,,,
ARIZONA,"Southgate Academy, Inc. (79085)",345.0,6,318.0,6,92.0,344.0,8,317.0,8,92.0
ARIZONA,"Eastpointe High School, Inc. (78833)",111.0,10-14,,,,114.0,15-19,,,
ARIZONA,Patagonia Montessori Elementary School (79069),17.0,21-39,,,,17.0,40-59,,,
ARIZONA,"Santa Cruz Valley Opportunities in Education, Inc. (79066)",38.0,11-19,26.0,LE20,68.0,38.0,40-49,26.0,21-39,68.0
ARIZONA,"PACE Preparatory Academy, Inc. (79068)",7.0,LT50,5.0,PS,71.0,8.0,LT50,5.0,PS,62.0
ARIZONA,"Kestrel Schools, Inc. (79065)",6.0,LT50,2.0,PS,33.0,7.0,LT50,2.0,PS,29.0
ARIZONA,Juniper Tree Academy (79064),381.0,64,202.0,60-64,53.0,381.0,66,202.0,55-59,53.0
ARIZONA,"GAR, LLC dba Student Choice High School (78997)",294.0,19,,,,325.0,11,,,
ARIZONA,AIBT Non-Profit Charter High School - Phoenix (79053),15.0,LT50,15.0,LT50,100.0,19.0,LE20,19.0,LE20,100.0
ARIZONA,Highland Free School (79061),25.0,40-59,7.0,GE50,28.0,25.0,60-79,7.0,GE50,28.0
ARIZONA,Academy with Community Partners  Inc (79213),21.0,LE20,18.0,LE20,86.0,23.0,LE20,20.0,LE20,87.0
ARIZONA,"Deer Valley Charter Schools, Inc. (79496)",9.0,LT50,,,,8.0,LT50,,,
ARIZONA,"West Gilbert Charter Elementary School, Inc. (79497)",89.0,60-64,51.0,40-49,57.0,89.0,55-59,51.0,40-49,57.0
ARIZONA,Mohave Accelerated Learning Center (79498),291.0,43,194.0,30-34,67.0,292.0,38,195.0,30-34,67.0
ARIZONA,"Masada Charter School, Inc. (79499)",305.0,72,204.0,70-74,67.0,304.0,74,204.0,70-74,67.0
ARIZONA,"Harvest Power Community Development Group, Inc. (79501)",1062.0,27,782.0,27,74.0,1063.0,26,783.0,25,74.0
ARIZONA,Omega Alpha Academy (79503),168.0,25-29,,,,168.0,15-19,,,
ARIZONA,"Montessori House, Inc. (79548)",22.0,LE20,,,,21.0,40-59,,,
ARIZONA,Premier Charter High School (79569),53.0,11-19,52.0,11-19,98.0,57.0,11-19,56.0,11-19,98.0
ARIZONA,Pan-American Elementary Charter (79578),434.0,34,428.0,35,99.0,432.0,38,426.0,39,99.0
ARIZONA,Kingman Unified School District (79598),3463.0,30,2505.0,25,72.0,3464.0,33,2504.0,28,72.0
ARIZONA,"North Star Charter School, Inc. (79701)",97.0,15-19,34.0,20-29,35.0,109.0,20-24,39.0,20-29,36.0
ARIZONA,Calibre Academy (79055),323.0,41,160.0,35-39,50.0,321.0,61,159.0,55-59,50.0
ARIZONA,"E-Institute Charter Schools, Inc. (79059)",121.0,25-29,46.0,20-29,38.0,135.0,25-29,55.0,20-29,41.0
ARIZONA,Yavapai Accommodation School District (79379),27.0,LE20,12.0,LT50,44.0,28.0,LE20,13.0,LT50,46.0
ARIZONA,Cobre Valley Institute of Technology District (79391),222.0,16,,,,224.0,19,,,
ARIZONA,Khalsa Family Services (79420),164.0,55-59,,,,163.0,75-79,,,
ARIZONA,Aprender Tucson (79426),180.0,30-34,180.0,30-34,100.0,180.0,20-24,180.0,20-24,100.0
ARIZONA,Acorn Montessori Charter School (79437),286.0,44,22.0,40-59,8.0,284.0,55,22.0,40-59,8.0
ARIZONA,"Pinnacle Education-WMCB, Inc. (79439)",21.0,LE20,,,,24.0,LE20,,,
ARIZONA,"Desert Rose Academy,Inc. (79441)",25.0,LE20,22.0,LE20,88.0,23.0,LE20,21.0,LE20,91.0
ARIZONA,"Crown Charter School, Inc (79443)",99.0,45-49,,,,81.0,65-69,,,
ARIZONA,Success School (79453),517.0,52,426.0,47,82.0,517.0,47,427.0,45,83.0
ARIZONA,Pointe Educational Services (79455),523.0,34,250.0,25-29,48.0,520.0,44,249.0,35-39,48.0
ARIZONA,A Center for Creative Education (79457),36.0,60-69,,,,36.0,70-79,,,
ARIZONA,American Virtual Academy (79461),1395.0,29,635.0,25,46.0,1474.0,36,680.0,30,46.0
ARIZONA,"Compass High School, Inc. (79467)",63.0,10-14,47.0,11-19,75.0,72.0,25-29,55.0,20-29,76.0
ARIZONA,James Sandoval Preparatory High School (79475),2.0,PS,,.,,2.0,PS,,.,
ARIZONA,"Destiny School, Inc. (6258)",188.0,65-69,99.0,55-59,53.0,188.0,50-54,99.0,40-44,53.0
ARIZONA,Noah Webster Schools - Mesa (10760),483.0,57,186.0,40-44,39.0,483.0,61,186.0,50-54,39.0
ARIZONA,Valley Academy for Career and Technology Education (79397),302.0,38,,,,305.0,40,,,
ARIZONA,"Griffin Foundation, Inc. The (79500)",139.0,25-29,130.0,25-29,94.0,139.0,35-39,130.0,30-34,94.0
ARIZONA,"Pathways KM Charter Schools, Inc (78890)",2.0,PS,,,,2.0,PS,,,
ARIZONA,Cochise Technology District (79403),855.0,36,,,,867.0,44,,,
ARIZONA,Coconino Association for Vocation Industry and Tec (79381),599.0,41,,,,614.0,36,,,
ARIZONA,Central Arizona Valley Institute of Technology (79385),945.0,36,,,,962.0,37,,,
ARIZONA,Gila Institute for Technology (79387),313.0,45,,,,317.0,44,,,
ARIZONA,"PEAK School Inc., The (79866)",99.0,35-39,78.0,30-34,79.0,99.0,30-34,78.0,25-29,79.0
ARIZONA,Kaizen Education Foundation dba Vista Grove Prepar (79871),54.0,LE10,52.0,LE10,96.0,54.0,11-19,52.0,11-19,96.0
ARIZONA,American Charter Schools Foundation d.b.a. Estrell (79873),54.0,11-19,37.0,11-19,69.0,60.0,11-19,42.0,11-19,70.0
ARIZONA,American Charter Schools Foundation d.b.a. Peoria  (79875),149.0,10-14,127.0,10-14,85.0,156.0,10-14,134.0,10-14,86.0
ARIZONA,American Charter Schools Foundation d.b.a. Sun Val (79877),95.0,6-9,72.0,10-14,76.0,106.0,10-14,82.0,15-19,77.0
ARIZONA,American Charter Schools Foundation d.b.a. West Ph (79879),85.0,25-29,84.0,25-29,99.0,85.0,25-29,84.0,25-29,99.0
ARIZONA,"Nosotros, Inc (79881)",115.0,15-19,107.0,15-19,93.0,122.0,10-14,114.0,10-14,93.0
ARIZONA,American Charter Schools Foundation d.b.a. Apache  (79883),44.0,LE10,37.0,LE10,84.0,43.0,11-19,37.0,11-19,86.0
ARIZONA,"Challenger Basic School, Inc. (79886)",158.0,85-89,,,,158.0,85-89,,,
ARIZONA,Arizona Community Development Corporation (79947),1223.0,37,904.0,35,74.0,1224.0,34,905.0,32,74.0
ARIZONA,"SC Jensen Corporation, Inc. dba Intelli-School (79951)",13.0,LT50,2.0,PS,15.0,16.0,21-39,2.0,PS,12.0
ARIZONA,"PAS Charter, Inc., dba Intelli-School (79953)",42.0,30-39,31.0,40-49,74.0,39.0,20-29,28.0,21-39,72.0
ARIZONA,"Valley of the Sun Waldorf Education Association, d (79957)",172.0,30-34,2.0,PS,1.0,172.0,50-54,2.0,PS,1.0
ARIZONA,Pima Prevention Partnership dba Pima Partnership S (79959),48.0,11-19,18.0,LE20,38.0,51.0,11-19,17.0,LE20,33.0
ARIZONA,"Academy of Mathematics and Science, Inc. (79961)",289.0,69,206.0,65-69,71.0,288.0,68,205.0,60-64,71.0
ARIZONA,Midtown Primary School (79994),43.0,40-49,40.0,40-49,93.0,42.0,40-49,39.0,30-39,93.0
ARIZONA,"Tucson International Academy, Inc. (79979)",329.0,17,285.0,15-19,87.0,329.0,24,285.0,20-24,87.0
ARIZONA,"Bell Canyon Charter School, Inc (79983)",226.0,44,156.0,35-39,69.0,226.0,48,156.0,35-39,69.0
ARIZONA,"Cortez Park Charter Middle School, Inc. (79988)",234.0,35,194.0,35-39,83.0,234.0,26,194.0,25-29,83.0
ARIZONA,"West Gilbert Charter Middle School, Inc. (79990)",63.0,30-34,33.0,20-29,52.0,63.0,40-44,33.0,30-39,52.0
ARIZONA,Carpe Diem Collegiate High School (80001),144.0,20-24,60.0,11-19,42.0,143.0,40-44,60.0,20-29,42.0
ARIZONA,CPLC Community Schools dba Toltecalli High School (80032),32.0,LE10,31.0,LE10,97.0,29.0,21-39,28.0,21-39,97.0
ARIZONA,American Charter Schools Foundation d.b.a. Desert  (79872),67.0,10-14,34.0,LE10,51.0,69.0,20-24,37.0,11-19,54.0
ARIZONA,American Charter Schools Foundation d.b.a. Crestvi (79874),74.0,10-14,53.0,11-19,72.0,81.0,15-19,59.0,11-19,73.0
ARIZONA,Kaizen Education Foundation dba Summit High School (79876),63.0,6-9,63.0,6-9,100.0,62.0,10-14,62.0,10-14,100.0
ARIZONA,Kaizen Education Foundation dba Tempe Accelerated  (79878),13.0,LT50,11.0,LT50,85.0,16.0,LE20,14.0,LT50,88.0
ARIZONA,Kaizen Education Foundation dba Skyview High Schoo (79880),44.0,11-19,24.0,21-39,55.0,45.0,11-19,25.0,LE20,56.0
ARIZONA,Kaizen Education Foundation dba Maya High School (79882),95.0,15-19,95.0,15-19,100.0,105.0,10-14,105.0,10-14,100.0
ARIZONA,"Camelback Education, Inc (79905)",368.0,36,258.0,35-39,70.0,370.0,37,259.0,40-44,70.0
ARIZONA,Vista Charter School (79907),2.0,PS,2.0,PS,100.0,2.0,PS,2.0,PS,100.0
ARIZONA,"Lifelong Learning Research Institute, Inc. (79926)",14.0,LT50,13.0,LT50,93.0,15.0,LT50,14.0,LT50,93.0
ARIZONA,Avondale Learning dba Precision Academy (79929),17.0,LE20,17.0,LE20,100.0,17.0,LE20,17.0,LE20,100.0
ARIZONA,LEAD Charter Schools (79967),395.0,57,140.0,45-49,35.0,396.0,54,140.0,40-44,35.0
ARIZONA,All Aboard Charter School (79969),56.0,40-49,40.0,40-49,71.0,56.0,60-69,40.0,50-59,71.0
ARIZONA,"CAFA, Inc. dba Learning Foundation Performing Arts (79971)",75.0,50-54,61.0,50-54,81.0,75.0,60-64,61.0,60-64,81.0
ARIZONA,"Montessori Academy, Inc. (80011)",97.0,60-64,17.0,21-39,18.0,97.0,75-79,17.0,40-59,18.0
ARIZONA,New World Educational Center (78882),167.0,40-44,45.0,40-49,27.0,167.0,45-49,45.0,50-59,27.0
ARIZONA,Cholla Academy (5186),315.0,22,247.0,20-24,78.0,315.0,29,247.0,25-29,78.0
ARIZONA,"Akimel O'Otham Pee Posh Charter School, Inc. (78966)",120.0,30-34,95.0,35-39,79.0,120.0,20-24,95.0,20-24,79.0
ARIZONA,"Cornerstone Charter School,Inc (79077)",46.0,LE10,46.0,LE10,100.0,49.0,11-19,49.0,11-19,100.0
ARIZONA,"Happy Valley School, Inc. (79081)",303.0,64,47.0,60-69,16.0,303.0,75,47.0,60-69,16.0
ARIZONA,CITY Center for Collaborative Learning (85448),193.0,40-44,75.0,30-34,39.0,193.0,50-54,75.0,35-39,39.0
ARIZONA,"Satori, Inc. (85454)",124.0,50-54,,,,124.0,70-74,,,
ARIZONA,"Mohave Accelerated Elementary School, Inc. (85516)",280.0,57,182.0,55-59,65.0,280.0,57,182.0,50-54,65.0
ARIZONA,"Academy of Building Industries, Inc. (85540)",18.0,LE20,15.0,LT50,83.0,24.0,21-39,20.0,21-39,83.0
ARIZONA,Arizona Montessori Charter School at Anthem (85749),313.0,50,40.0,40-49,13.0,312.0,52,39.0,40-49,12.0
ARIZONA,"Arizona Agribusiness & Equine Center, Inc. (85816)",80.0,60-64,63.0,50-54,79.0,80.0,65-69,63.0,65-69,79.0
ARIZONA,Gila County Regional School District (87600),1.0,PS,1.0,PS,100.0,1.0,PS,1.0,PS,100.0
ARIZONA,Pillar Charter School (87334),5.0,PS,5.0,PS,100.0,8.0,LT50,8.0,LT50,100.0
ARIZONA,Legacy Education Group (87349),45.0,20-29,30.0,21-39,67.0,49.0,11-19,31.0,11-19,63.0
ARIZONA,"Rosefield Charter Elementary School, Inc. (87399)",416.0,66,112.0,50-54,27.0,416.0,65,112.0,50-54,27.0
ARIZONA,"East Mesa Charter Elementary School, Inc. (87401)",351.0,51,223.0,45-49,64.0,350.0,48,222.0,40-44,63.0
ARIZONA,"Arizona Agribusiness & Equine Center, Inc. (87403)",29.0,60-79,10.0,GE50,34.0,30.0,60-79,10.0,GE50,33.0
ARIZONA,"Arizona Connections Academy Charter School, Inc. (87407)",1303.0,27,513.0,21,39.0,1309.0,48,512.0,40,39.0
ARIZONA,Country Gardens Charter Schools (79074),267.0,40,159.0,35-39,60.0,264.0,36,157.0,35-39,59.0
ARIZONA,"Portable Practical Educational Preparation, Inc. ( (87405)",2978.0,24,1420.0,18,48.0,2998.0,40,1432.0,34,48.0
ARIZONA,"Imagine Charter Elementary at Desert West, Inc. (88367)",430.0,21,420.0,21,98.0,429.0,23,419.0,23,98.0
ARIZONA,"Desert Star Community School, Inc. (88321)",131.0,20-24,61.0,20-24,47.0,129.0,35-39,60.0,20-29,47.0
ARIZONA,Chandler Preparatory Academy (88299),452.0,73,,,,452.0,72,,,
ARIZONA,"Imagine Middle at Surprise, Inc. (88372)",387.0,44,128.0,40-44,33.0,387.0,47,128.0,40-44,33.0
ARIZONA,"Imagine Middle at East Mesa, Inc. (88369)",135.0,40-44,71.0,30-34,53.0,135.0,40-44,71.0,30-34,53.0
ARIZONA,Prescott Valley Charter School (88317),145.0,30-34,122.0,30-34,84.0,145.0,30-34,122.0,30-34,84.0
ARIZONA,"Imagine Charter Elementary at Camelback, Inc. (88365)",223.0,27,215.0,25-29,96.0,223.0,25,215.0,25-29,96.0
ARIZONA,American Charter Schools Foundation d.b.a. South R (88334),105.0,45-49,99.0,45-49,94.0,105.0,35-39,100.0,35-39,95.0
ARIZONA,"Desert Sky Community School, Inc. (88308)",28.0,21-39,20.0,21-39,71.0,28.0,40-59,20.0,40-59,71.0
ARIZONA,Agua Fria Union High School District (4289),917.0,56,301.0,45,33.0,926.0,49,305.0,36,33.0
ARIZONA,Maricopa County Sheriffs Office (79540),7.0,LT50,,,,8.0,LT50,,,
ARIZONA,Yavapai County Juvenile Justice Center (79533),2.0,PS,,,,2.0,PS,,,
ARIZONA,Arizona State School for the Deaf and Blind (6393),399.0,12,,,,406.0,13,,,
ARIZONA,Aguila Elementary District (4249),113.0,45-49,102.0,40-44,90.0,110.0,35-39,100.0,35-39,91.0
ARIZONA,Ajo Unified District (4409),217.0,25-29,181.0,20-24,83.0,223.0,25-29,187.0,20-24,84.0
ARIZONA,Alhambra Elementary District (4280),8231.0,29,7411.0,28,90.0,8206.0,27,7389.0,26,90.0
ARIZONA,"BASIS Charter Schools, Inc. (81078)",809.0,93,,,,864.0,91,,,
ARIZONA,Desert Heights Charter Schools (81099),470.0,49,185.0,40-44,39.0,470.0,44,185.0,35-39,39.0
ARIZONA,Northeast Arizona Technological Institute of Vocat (81114),583.0,26,,,,581.0,19,,,
ARIZONA,"Educational Impact, Inc. (81123)",84.0,30-34,,,,84.0,45-49,,,
ARIZONA,MCCCD on behalf of Phoenix College Preparatory Aca (81174),29.0,60-79,,,,30.0,60-79,,,
ARIZONA,West-MEC - Western Maricopa Education Center (80923),7502.0,59,,,,7626.0,50,,,
ARIZONA,New School for the Arts Middle School (80985),63.0,30-34,,,,63.0,55-59,,,
ARIZONA,American Charter Schools Foundation d.b.a. South P (80989),105.0,20-24,105.0,20-24,100.0,115.0,15-19,115.0,15-19,100.0
ARIZONA,American Charter Schools Foundation d.b.a. Alta Vi (80995),126.0,35-39,126.0,35-39,100.0,122.0,30-34,122.0,30-34,100.0
ARIZONA,"Pinnacle Education-Tempe, Inc. (81001)",176.0,6-9,,,,174.0,10-14,,,
ARIZONA,"Pinnacle Education-Kino, Inc. (81009)",3.0,PS,,,,4.0,PS,,,
ARIZONA,"Pinnacle Education-Casa Grande, Inc. (81011)",1.0,PS,,,,1.0,PS,,,
ARIZONA,Alpine Elementary District (4161),35.0,50-59,14.0,GE50,40.0,35.0,70-79,14.0,GE50,40.0
ARIZONA,Cochise Community Development Corporation (81027),192.0,15-19,,,,192.0,30-34,,,
ARIZONA,"Canyon Rose Academy, Inc. (81029)",65.0,15-19,49.0,11-19,75.0,63.0,20-24,47.0,LE10,75.0
ARIZONA,Blueprint Education (81041),115.0,25-29,44.0,11-19,38.0,117.0,30-34,45.0,20-29,38.0
ARIZONA,"Edkey, Inc. - Redwood Academy (81043)",142.0,25-29,98.0,20-24,69.0,140.0,45-49,97.0,40-44,69.0
ARIZONA,"Edkey, Inc. - Pathfinder Academy (81045)",447.0,67,82.0,55-59,18.0,446.0,67,82.0,55-59,18.0
ARIZONA,"Edkey, Inc. - Sequoia School for the Deaf and Hard (81050)",58.0,LE10,19.0,LE20,33.0,57.0,LE10,19.0,LE20,33.0
ARIZONA,"Edkey, Inc. - Sequoia Ranch School (81052)",163.0,LE5,129.0,LE5,79.0,163.0,6-9,129.0,6-9,79.0
ARIZONA,Heritage Elementary School (81076),640.0,46,487.0,42,76.0,637.0,46,485.0,42,76.0
ARIZONA,Integrity Education Incorporated (5174),17.0,LE20,15.0,LT50,88.0,17.0,LE20,15.0,LT50,88.0
ARIZONA,"Edkey, Inc. - Arizona Conservatory for Arts and Ac (79981)",221.0,33,119.0,25-29,54.0,220.0,48,119.0,30-34,54.0
ARIZONA,Veritas Preparatory Academy (80992),450.0,67,,,,445.0,65,,,
ARIZONA,"RSD Charter School, Inc. (81033)",19.0,LE20,14.0,LT50,74.0,20.0,LE20,13.0,LT50,65.0
ARIZONA,Amphitheater Unified District (4406),6576.0,45,51.0,11-19,1.0,6595.0,48,51.0,11-19,1.0
ARIZONA,Antelope Union High School District (4506),15.0,LT50,13.0,LT50,87.0,15.0,LT50,13.0,LT50,87.0
ARIZONA,Legacy Traditional School - Maricopa (88360),781.0,71,223.0,60-64,29.0,781.0,68,223.0,60-64,29.0
ARIZONA,"Eduprize Schools, LLC (89412)",2221.0,57,115.0,40-44,5.0,2216.0,63,115.0,50-54,5.0
ARIZONA,Scottsdale Preparatory Academy (89756),521.0,81,,,,516.0,74,,,
ARIZONA,"Sage Academy, Inc. (89414)",90.0,20-24,52.0,11-19,58.0,90.0,25-29,52.0,20-29,58.0
ARIZONA,Apache Elementary District (4178),5.0,PS,,,,5.0,PS,,,
ARIZONA,"Concordia Charter School, Inc. (89556)",55.0,20-29,53.0,20-29,96.0,55.0,20-29,53.0,11-19,96.0
ARIZONA,Pima County JTED (89380),4327.0,46,,,,4372.0,44,,,
ARIZONA,"Imagine Desert West Middle, Inc. (89563)",479.0,22,471.0,21,98.0,479.0,25,471.0,25,98.0
ARIZONA,"Freedom Academy, Inc. (89506)",263.0,42,14.0,GE50,5.0,261.0,47,14.0,GE50,5.0
ARIZONA,"Imagine Camelback Middle, Inc. (89561)",204.0,26,191.0,25-29,94.0,205.0,22,192.0,20-24,94.0
ARIZONA,Arete Preparatory Academy (89486),330.0,64,,,,330.0,62,,,
ARIZONA,"Candeo Schools, Inc. (89758)",353.0,82,9.0,GE50,3.0,353.0,80,9.0,GE50,3.0
ARIZONA,Glendale Preparatory Academy (89829),332.0,74,,,,331.0,76,,,
ARIZONA,"EAGLE South Mountain Charter, Inc. (89850)",465.0,39,199.0,30-34,43.0,461.0,39,196.0,30-34,43.0
ARIZONA,ASU Preparatory Academy (89949),149.0,50-54,106.0,40-44,71.0,149.0,45-49,106.0,40-44,71.0
ARIZONA,"Imagine Coolidge Elementary, Inc. (89786)",319.0,33,246.0,30-34,77.0,319.0,39,246.0,35-39,77.0
ARIZONA,Pima Prevention Partnership dba Pima Partnership A (89864),88.0,15-19,30.0,LE20,34.0,89.0,15-19,30.0,LE20,34.0
ARIZONA,"Imagine Prep Coolidge, Inc. (90034)",360.0,15,277.0,10-14,77.0,357.0,23,275.0,20-24,77.0
ARIZONA,"Imagine Prep Surprise, Inc. (89790)",73.0,45-49,28.0,21-39,38.0,73.0,45-49,28.0,21-39,38.0
ARIZONA,Blue Adobe Project (89871),24.0,40-59,,,,24.0,40-59,,,
ARIZONA,Mountain Institute JTED (90090),397.0,44,,,,401.0,45,,,
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (89915),281.0,52,155.0,50-54,55.0,279.0,50,153.0,40-44,55.0
ARIZONA,"San Tan Montessori School, Inc. (89798)",575.0,46,87.0,35-39,15.0,574.0,54,87.0,40-44,15.0
ARIZONA,Daisy Education Corporation dba Sonoran Science Ac (89914),188.0,20-24,138.0,20-24,73.0,188.0,30-34,138.0,30-34,73.0
ARIZONA,Daisy Education Corporation dba Paragon Science Ac (89917),298.0,79,141.0,75-79,47.0,306.0,72,144.0,65-69,47.0
